pokedex_num,name,japanese_name,type1,type2,generation,is_legendary,abilities,classfication,hp,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,defense,experience_growth,height_m,percentage_male,sp_attack,sp_defense,speed,weight_kg
600,Klang,Gigiaruã‚®ã‚®ã‚¢ãƒ«,steel,,5,0,"['Plus', 'Minus', 'Clear Body']",Gear PokÃ©mon,60,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,5120,70,440,60,95,1059860,0.6,,70,85,50,51.0
601,Klinklang,Gigigiaruã‚®ã‚®ã‚®ã‚¢ãƒ«,steel,,5,0,"['Plus', 'Minus', 'Clear Body']",Gear PokÃ©mon,60,0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,5120,70,520,30,115,1059860,0.6,,70,85,90,81.0
602,Tynamo,Shibishirasuã‚·ãƒ“ã‚·ãƒ©ã‚¹,electric,,5,0,['Levitate'],EleFish PokÃ©mon,35,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,5120,70,275,190,40,1250000,0.2,50.0,45,40,60,0.3
603,Eelektrik,Shibibeelã‚·ãƒ“ãƒ“ãƒ¼ãƒ«,electric,,5,0,['Levitate'],EleFish PokÃ©mon,65,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,5120,70,405,60,70,1250000,1.2,50.0,75,70,40,22.0
604,Eelektross,Shibirudonã‚·ãƒ“ãƒ«ãƒ‰ãƒ³,electric,,5,0,['Levitate'],EleFish PokÃ©mon,85,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,5120,70,515,30,80,1250000,2.1,50.0,105,80,50,80.5
605,Elgyem,Ligrayãƒªã‚°ãƒ¬ãƒ¼,psychic,,5,0,"['Telepathy', 'Synchronize', 'Analytic']",Cerebral PokÃ©mon,55,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,5120,70,335,255,55,1000000,0.5,50.0,85,55,30,9.0
606,Beheeyem,Ohbemã‚ªãƒ¼ãƒ™ãƒ ,psychic,,5,0,"['Telepathy', 'Synchronize', 'Analytic']",Cerebral PokÃ©mon,75,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,5120,70,485,90,75,1000000,1.0,50.0,125,95,40,34.5
607,Litwick,Hitomoshiãƒ’ãƒˆãƒ¢ã‚·,ghost,fire,5,0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Candle PokÃ©mon,50,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,5120,70,275,190,55,1059860,0.3,50.0,65,55,20,3.1
608,Lampent,Lamplerãƒ©ãƒ³ãƒ—ãƒ©ãƒ¼,ghost,fire,5,0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Lamp PokÃ©mon,60,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,5120,70,370,90,60,1059860,0.6,50.0,95,60,55,13.0
609,Chandelure,Chandelaã‚·ãƒ£ãƒ³ãƒ‡ãƒ©,ghost,fire,5,0,"['Flash Fire', 'Flame Body', 'Infiltrator']",Luring PokÃ©mon,60,0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,55,5120,70,520,45,90,1059860,1.0,50.0,145,90,80,34.3
610,Axew,Kibagoã‚­ãƒã‚´,dragon,,5,0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Tusk PokÃ©mon,46,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,87,10240,35,320,75,60,1250000,0.6,50.0,30,40,57,18.0
611,Fraxure,Onondoã‚ªãƒŽãƒ³ãƒ‰,dragon,,5,0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Axe Jaw PokÃ©mon,66,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,117,10240,35,410,60,70,1250000,1.0,50.0,40,50,67,36.0
612,Haxorus,Ononokusã‚ªãƒŽãƒŽã‚¯ã‚¹,dragon,,5,0,"['Rivalry', 'Mold Breaker', 'Unnerve']",Axe Jaw PokÃ©mon,76,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,147,10240,35,540,45,90,1250000,1.8,50.0,60,70,97,105.5
613,Cubchoo,Kumasyunã‚¯ãƒžã‚·ãƒ¥ãƒ³,ice,,5,0,"['Snow Cloak', 'Slush Rush', 'Rattled']",Chill PokÃ©mon,55,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,70,5120,70,305,120,40,1000000,0.5,50.0,60,40,40,8.5
614,Beartic,Tunbearãƒ„ãƒ³ãƒ™ã‚¢ãƒ¼,ice,,5,0,"['Snow Cloak', 'Slush Rush', 'Swift Swim']",Freezing PokÃ©mon,95,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,130,5120,70,505,60,80,1000000,2.6,50.0,70,80,50,260.0
615,Cryogonal,Freegeoãƒ•ãƒªãƒ¼ã‚¸ã‚ª,ice,,5,0,['Levitate'],Crystallizing PokÃ©mon,80,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,6400,70,515,25,50,1000000,1.1,,95,135,105,148.0
616,Shelmet,Chobomakiãƒãƒ§ãƒœãƒžã‚­,bug,,5,0,"['Hydration', 'Shell Armor', 'Overcoat']",Snail PokÃ©mon,50,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,40,3840,70,305,200,85,1000000,0.4,50.0,40,65,25,7.7
617,Accelgor,Agilderã‚¢ã‚®ãƒ«ãƒ€ãƒ¼,bug,,5,0,"['Hydration', 'Sticky Hold', 'Unburden']",Shell Out PokÃ©mon,80,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,70,3840,70,495,75,40,1000000,0.8,50.0,100,60,145,25.3
618,Stunfisk,Maggyoãƒžãƒƒã‚®ãƒ§,ground,electric,5,0,"['Static', 'Limber', 'Sand Veil']",Trap PokÃ©mon,109,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0,66,5120,70,471,75,84,1000000,0.7,50.0,81,99,32,11.0
619,Mienfoo,Kojofuã‚³ã‚¸ãƒ§ãƒ•ãƒ¼,fighting,,5,0,"['Inner Focus', 'Regenerator', 'Reckless']",Martial Arts PokÃ©mon,45,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,85,6400,70,350,180,50,1059860,0.9,50.0,55,50,65,20.0
620,Mienshao,Kojondoã‚³ã‚¸ãƒ§ãƒ³ãƒ‰,fighting,,5,0,"['Inner Focus', 'Regenerator', 'Reckless']",Martial Arts PokÃ©mon,65,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,6400,70,510,45,60,1059860,1.4,50.0,95,60,105,35.5
621,Druddigon,Crimganã‚¯ãƒªãƒ ã‚¬ãƒ³,dragon,,5,0,"['Rough Skin', 'Sheer Force', 'Mold Breaker']",Cave PokÃ©mon,77,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,120,7680,70,485,45,90,1000000,1.6,50.0,60,90,48,139.0
622,Golett,Gobitã‚´ãƒ“ãƒƒãƒˆ,ground,ghost,5,0,"['Iron Fist', 'Klutz', 'No Guard']",Automaton PokÃ©mon,59,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,74,6400,70,303,190,50,1000000,1.0,,35,50,35,92.0
623,Golurk,Goloogã‚´ãƒ«ãƒ¼ã‚°,ground,ghost,5,0,"['Iron Fist', 'Klutz', 'No Guard']",Automaton PokÃ©mon,89,0.5,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.25,1.0,0.5,1.0,2.0,124,6400,70,483,90,80,1000000,2.8,,55,80,55,330.0
624,Pawniard,Komatanaã‚³ãƒžã‚¿ãƒŠ,dark,steel,5,0,"['Defiant', 'Inner Focus', 'Pressure']",Sharp Blade PokÃ©mon,45,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,85,5120,35,340,120,70,1000000,0.5,50.0,40,40,60,10.2
625,Bisharp,Kirikizanã‚­ãƒªã‚­ã‚¶ãƒ³,dark,steel,5,0,"['Defiant', 'Inner Focus', 'Pressure']",Sword Blade PokÃ©mon,65,1.0,0.5,0.5,1.0,1.0,4.0,2.0,0.5,0.5,0.5,2.0,0.5,0.5,0.0,0.0,0.5,0.5,1.0,125,5120,35,490,45,100,1000000,1.6,50.0,60,70,70,70.0
626,Bouffalant,Buffronãƒãƒƒãƒ•ãƒ­ãƒ³,normal,,5,0,"['Reckless', 'Sap Sipper', 'Soundproof']",Bash Buffalo PokÃ©mon,95,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,5120,70,490,45,95,1000000,1.6,50.0,40,95,55,94.6
627,Rufflet,Washibonãƒ¯ã‚·ãƒœãƒ³,normal,flying,5,0,"['Keen Eye', 'Sheer Force', 'Hustle']",Eaglet PokÃ©mon,70,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,83,5120,70,350,190,50,1250000,0.5,100.0,37,50,60,10.5
628,Braviary,Warrgleã‚¦ã‚©ãƒ¼ã‚°ãƒ«,normal,flying,5,0,"['Keen Eye', 'Sheer Force', 'Defiant']",Valiant PokÃ©mon,100,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,123,5120,70,510,60,75,1250000,1.5,100.0,57,75,80,41.0
629,Vullaby,Valchaiãƒãƒ«ãƒãƒ£ã‚¤,dark,flying,5,0,"['Big Pecks', 'Overcoat', 'Weak Armor']",Diapered PokÃ©mon,70,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,55,5120,35,370,190,75,1250000,0.5,0.0,45,65,60,9.0
630,Mandibuzz,Vulginaãƒãƒ«ã‚¸ãƒ¼ãƒŠ,dark,flying,5,0,"['Big Pecks', 'Overcoat', 'Weak Armor']",Bone Vulture PokÃ©mon,110,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,65,5120,35,510,60,105,1250000,1.2,0.0,55,95,80,39.5
631,Heatmor,Kuitaranã‚¯ã‚¤ã‚¿ãƒ©ãƒ³,fire,,5,0,"['Gluttony', 'Flash Fire', 'White Smoke']",Anteater PokÃ©mon,85,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,97,5120,70,484,90,66,1000000,1.4,50.0,105,66,65,58.0
632,Durant,Aiantã‚¢ã‚¤ã‚¢ãƒ³ãƒˆ,bug,steel,5,0,"['Swarm', 'Hustle', 'Truant']",Iron Ant PokÃ©mon,58,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,109,5120,70,484,90,112,1000000,0.3,50.0,48,48,109,33.0
633,Deino,Monozuãƒ¢ãƒŽã‚º,dark,dragon,5,0,['Hustle'],Irate PokÃ©mon,52,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,65,10240,35,300,45,50,1250000,0.8,50.0,45,50,38,17.3
634,Zweilous,Diheadã‚¸ãƒ˜ãƒƒãƒ‰,dark,dragon,5,0,['Hustle'],Hostile PokÃ©mon,72,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,85,10240,35,420,45,70,1250000,1.4,50.0,65,70,58,50.0
635,Hydreigon,Sazandoraã‚µã‚¶ãƒ³ãƒ‰ãƒ©,dark,dragon,5,0,['Levitate'],Brutal PokÃ©mon,92,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5,105,10240,35,600,45,90,1250000,1.8,50.0,125,90,98,160.0
636,Larvesta,Merlarvaãƒ¡ãƒ©ãƒ«ãƒ,bug,fire,5,0,"['Flame Body', 'Swarm']",Torch PokÃ©mon,55,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,85,10240,70,360,45,55,1250000,1.1,50.0,50,55,60,28.8
637,Volcarona,Ulgamothã‚¦ãƒ«ã‚¬ãƒ¢ã‚¹,bug,fire,5,0,"['Flame Body', 'Swarm']",Sun PokÃ©mon,85,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0,60,10240,70,550,15,65,1250000,1.6,50.0,135,105,100,46.0
638,Cobalion,Cobalonã‚³ãƒãƒ«ã‚ªãƒ³,steel,fighting,5,1,['Justified'],Iron Will PokÃ©mon,91,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0,90,20480,35,580,3,129,1250000,2.1,,90,72,108,250.0
639,Terrakion,Terrakionãƒ†ãƒ©ã‚­ã‚ªãƒ³,rock,fighting,5,1,['Justified'],Cavern PokÃ©mon,91,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0,129,20480,35,580,3,90,1250000,1.9,,72,90,108,260.0
640,Virizion,Virizionãƒ“ãƒªã‚¸ã‚ªãƒ³,grass,fighting,5,1,['Justified'],Grassland PokÃ©mon,91,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,90,20480,35,580,3,72,1250000,2.0,,90,129,108,200.0
641,Tornadus,Tornelos (keshin Forme)ãƒˆãƒ«ãƒãƒ­ã‚¹,flying,,5,1,"['Prankster', 'Defiant', 'Regenerator']",Cyclone PokÃ©mon,79,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,100,30720,90,580,3,80,1250000,1.5,100.0,110,90,121,63.0
642,Thundurus,Voltolos (keshin Forme)ãƒœãƒ«ãƒˆãƒ­ã‚¹,electric,flying,5,1,"['Prankster', 'Defiant', 'Volt Absorb']",Bolt Strike PokÃ©mon,79,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,105,30720,90,580,3,70,1250000,1.5,100.0,145,80,101,61.0
643,Reshiram,Reshiramãƒ¬ã‚·ãƒ©ãƒ ,dragon,fire,5,1,['Turboblaze'],Vast White PokÃ©mon,100,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,120,30720,0,680,3,100,1250000,3.2,,150,120,90,330.0
644,Zekrom,Zekromã‚¼ã‚¯ãƒ­ãƒ ,dragon,electric,5,1,['Teravolt'],Deep Black PokÃ©mon,100,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,150,30720,0,680,3,120,1250000,2.9,,120,100,90,345.0
645,Landorus,Landlos (keshin Forme)ãƒ©ãƒ³ãƒ‰ãƒ­ã‚¹,ground,flying,5,1,"['Sand Force', 'Sheer Force', 'Intimidate']",Abundance PokÃ©mon,89,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,145,30720,90,600,3,90,1250000,1.5,100.0,105,80,91,68.0
646,Kyurem,Kyuremã‚­ãƒ¥ãƒ¬ãƒ ,dragon,ice,5,1,"['Pressure', 'Teravolt', 'Turboblaze']",Boundary PokÃ©mon,125,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,120,30720,0,700,3,90,1250000,3.0,,170,100,95,325.0
647,Keldeo,Keldeo (itsumo No Sugata)ã‚±ãƒ«ãƒ‡ã‚£ã‚ª,water,fighting,5,1,['Justified'],Colt PokÃ©mon,91,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,72,20480,35,580,3,90,1250000,1.4,,129,90,108,48.5
648,Meloetta,Meloetta (step Forme)ãƒ¡ãƒ­ã‚¨ãƒƒã‚¿,normal,psychic,5,1,['Serene Grace'],Melody PokÃ©mon,100,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,128,30720,100,600,3,90,1250000,0.6,,77,77,128,6.5
649,Genesect,Genesectã‚²ãƒŽã‚»ã‚¯ãƒˆ,bug,steel,5,1,['Download'],Paleozoic PokÃ©mon,71,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,120,30720,0,600,3,95,1250000,1.5,,120,95,99,82.5
650,Chespin,Harimaronãƒãƒªãƒžãƒ­ãƒ³,grass,,6,0,"['Overgrow', 'Bulletproof']",Spiky Nut PokÃ©mon,56,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,61,5120,70,313,45,65,1059860,0.4,88.1,48,45,38,9.0
651,Quilladin,Hariborgãƒãƒªãƒœãƒ¼ã‚°,grass,,6,0,"['Overgrow', 'Bulletproof']",Spiny Armor PokÃ©mon,61,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,78,5120,70,405,45,95,1059860,0.7,88.1,56,58,57,29.0
652,Chesnaught,Brigarronãƒ–ãƒªã‚¬ãƒ­ãƒ³,grass,fighting,6,0,"['Overgrow', 'Bulletproof']",Spiny Armor PokÃ©mon,88,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5,107,5120,70,530,45,122,1059860,1.6,88.1,74,75,64,90.0
653,Fennekin,Fokkoãƒ•ã‚©ãƒƒã‚³,fire,,6,0,"['Blaze', 'Magician']",Fox PokÃ©mon,40,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,45,5120,70,307,45,40,1059860,0.4,88.1,62,60,60,9.4
654,Braixen,Tairenarãƒ†ãƒ¼ãƒ«ãƒŠãƒ¼,fire,,6,0,"['Blaze', 'Magician']",Fox PokÃ©mon,59,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,59,5120,70,409,45,58,1059860,1.0,88.1,90,70,73,14.5
655,Delphox,Mahoxyãƒžãƒ•ã‚©ã‚¯ã‚·ãƒ¼,fire,psychic,6,0,"['Blaze', 'Magician']",Fox PokÃ©mon,75,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,69,5120,70,534,45,72,1059860,1.5,88.1,114,100,104,39.0
656,Froakie,Keromatsuã‚±ãƒ­ãƒžãƒ„,water,,6,0,"['Torrent', 'Protean']",Bubble Frog PokÃ©mon,41,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,56,5120,70,314,45,40,1059860,0.3,88.1,62,44,71,7.0
657,Frogadier,Gekogashiraã‚²ã‚³ã‚¬ã‚·ãƒ©,water,,6,0,"['Torrent', 'Protean']",Bubble Frog PokÃ©mon,54,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,63,5120,70,405,45,52,1059860,0.6,88.1,83,56,97,10.9
658,Greninja,Gekkougaã‚²ãƒƒã‚³ã‚¦ã‚¬,water,dark,6,0,"['Torrent', 'Protean', 'Battle Bond']",Ninja PokÃ©mon,72,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5,145,5120,70,640,45,67,1059860,1.5,88.1,153,71,132,40.0
659,Bunnelby,Horubeeãƒ›ãƒ«ãƒ“ãƒ¼,normal,,6,0,"['Pickup', 'Cheek Pouch', 'Huge Power']",Digging PokÃ©mon,38,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,3840,70,237,255,38,1000000,0.4,50.0,32,36,57,5.0
660,Diggersby,Horudoãƒ›ãƒ«ãƒ¼ãƒ‰,normal,ground,6,0,"['Pickup', 'Cheek Pouch', 'Huge Power']",Digging PokÃ©mon,85,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,56,3840,70,423,127,77,1000000,1.0,50.0,50,77,78,42.4
661,Fletchling,Yayakomaãƒ¤ãƒ¤ã‚³ãƒž,normal,flying,6,0,"['Big Pecks', 'Gale Wings']",Tiny Robin PokÃ©mon,45,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,50,3840,70,278,255,43,1059860,0.3,50.0,40,38,62,1.7
662,Fletchinder,Hinoyakomaãƒ’ãƒŽãƒ¤ã‚³ãƒž,fire,flying,6,0,"['Flame Body', 'Gale Wings']",Ember PokÃ©mon,62,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,73,3840,70,382,120,55,1059860,0.7,50.0,56,52,84,16.0
663,Talonflame,Fiarrowãƒ•ã‚¡ã‚¤ã‚¢ãƒ­ãƒ¼,fire,flying,6,0,"['Flame Body', 'Gale Wings']",Scorching PokÃ©mon,78,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,81,3840,70,499,45,71,1059860,1.2,50.0,74,69,126,24.5
664,Scatterbug,Kofukimushiã‚³ãƒ•ã‚­ãƒ ã‚·,bug,,6,0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scatterdust PokÃ©mon,38,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,35,3840,70,200,255,40,1000000,0.3,50.0,27,25,35,2.5
665,Spewpa,Kofuuraiã‚³ãƒ•ãƒ¼ãƒ©ã‚¤,bug,,6,0,"['Shed Skin', 'Friend Guard']",Scatterdust PokÃ©mon,45,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,22,3840,70,213,120,60,1000000,0.3,50.0,27,30,29,8.4
666,Vivillon,Viviyonãƒ“ãƒ“ãƒ¨ãƒ³,bug,flying,6,0,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",Scale PokÃ©mon,80,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,52,3840,70,411,45,50,1000000,1.2,50.0,90,50,89,17.0
667,Litleo,Shishikoã‚·ã‚·ã‚³,fire,normal,6,0,"['Rivalry', 'Unnerve', 'Moxie']",Lion Cub PokÃ©mon,62,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,50,5120,70,369,220,58,1059860,0.6,11.2,73,54,72,13.5
668,Pyroar,Kaenjishiã‚«ã‚¨ãƒ³ã‚¸ã‚·,fire,normal,6,0,"['Rivalry', 'Unnerve', 'Moxie']",Royal PokÃ©mon,86,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,68,5120,70,507,65,72,1059860,1.5,11.2,109,66,106,81.5
669,FlabÃ©bÃ©,Flabebeãƒ•ãƒ©ãƒ™ãƒ™,fairy,,6,0,"['Flower Veil', 'Symbiosis']",Single Bloom PokÃ©mon,44,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,38,5120,70,303,225,39,1000000,0.1,0.0,61,79,42,0.1
670,Floette,Floetteãƒ•ãƒ©ã‚¨ãƒƒãƒ†,fairy,,6,0,"['Flower Veil', 'Symbiosis']",Fairy PokÃ©mon,74,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,551,120,67,1000000,0.2,0.0,125,128,92,0.9
671,Florges,Florgesãƒ•ãƒ©ãƒ¼ã‚¸ã‚§ã‚¹,fairy,,6,0,"['Flower Veil', 'Symbiosis']",Garden PokÃ©mon,78,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,65,5120,70,552,45,68,1000000,1.1,0.0,112,154,75,10.0
